name,original_name,cell,x_um,y_um,width_um,height_um,orient,row
Xr0_pd2_0_nand3,Xr0_pd2_0_nand3,gf180mcu_as_sc_mcu7t3v3__nand3_2,6.720000000000001,598.4399999999999,6.16,3.92,N,top_ctrl_0
Xr0_pd2_1_nand3,Xr0_pd2_1_nand3,gf180mcu_as_sc_mcu7t3v3__nand3_2,6.720000000000001,602.3599999999999,6.16,3.92,FS,top_ctrl_1
Xr0_pd2_2_nand3,Xr0_pd2_2_nand3,gf180mcu_as_sc_mcu7t3v3__nand3_2,6.720000000000001,606.28,6.16,3.92,N,top_ctrl_2
Xr0_pd2_3_nand3,Xr0_pd2_3_nand3,gf180mcu_as_sc_mcu7t3v3__nand3_2,6.720000000000001,610.1999999999999,6.16,3.92,FS,top_ctrl_3
Xr0_pd2_4_nand3,Xr0_pd2_4_nand3,gf180mcu_as_sc_mcu7t3v3__nand3_2,8.4,3.92,6.16,3.92,N,bottom_ctrl_0
Xr0_pd2_5_nand3,Xr0_pd2_5_nand3,gf180mcu_as_sc_mcu7t3v3__nand3_2,8.4,7.84,6.16,3.92,FS,bottom_ctrl_1
Xr0_pd2_6_nand3,Xr0_pd2_6_nand3,gf180mcu_as_sc_mcu7t3v3__nand3_2,12.88,11.76,6.16,3.92,N,bottom_ctrl_2
Xr0_pd2_7_nand3,Xr0_pd2_7_nand3,gf180mcu_as_sc_mcu7t3v3__nand3_2,12.88,15.68,6.16,3.92,FS,bottom_ctrl_3
Xr1_pd2_0_nand3,Xr1_pd2_0_nand3,gf180mcu_as_sc_mcu7t3v3__nand3_2,12.88,19.6,6.16,3.92,N,bottom_ctrl_4
Xr1_pd2_1_nand3,Xr1_pd2_1_nand3,gf180mcu_as_sc_mcu7t3v3__nand3_2,12.88,23.52,6.16,3.92,FS,bottom_ctrl_5
Xr1_pd2_2_nand3,Xr1_pd2_2_nand3,gf180mcu_as_sc_mcu7t3v3__nand3_2,12.88,27.439999999999998,6.16,3.92,N,bottom_ctrl_6
Xr1_pd2_3_nand3,Xr1_pd2_3_nand3,gf180mcu_as_sc_mcu7t3v3__nand3_2,12.88,31.36,6.16,3.92,FS,bottom_ctrl_7
Xr1_pd2_4_nand3,Xr1_pd2_4_nand3,gf180mcu_as_sc_mcu7t3v3__nand3_2,12.88,598.4399999999999,6.16,3.92,N,top_ctrl_0
Xr1_pd2_5_nand3,Xr1_pd2_5_nand3,gf180mcu_as_sc_mcu7t3v3__nand3_2,12.88,602.3599999999999,6.16,3.92,FS,top_ctrl_1
Xr1_pd2_6_nand3,Xr1_pd2_6_nand3,gf180mcu_as_sc_mcu7t3v3__nand3_2,12.88,606.28,6.16,3.92,N,top_ctrl_2
Xr1_pd2_7_nand3,Xr1_pd2_7_nand3,gf180mcu_as_sc_mcu7t3v3__nand3_2,12.88,610.1999999999999,6.16,3.92,FS,top_ctrl_3
Xeq_reduce_s1_0_nand3,Xeq_reduce_s1_0_nand3,gf180mcu_as_sc_mcu7t3v3__nand3_2,14.56,3.92,6.16,3.92,N,bottom_ctrl_0
Xwrite_conflict_nand,Xwrite_conflict_nand,gf180mcu_as_sc_mcu7t3v3__nand3_2,14.56,7.84,6.16,3.92,FS,bottom_ctrl_1
Xw0_grp0_nand2,Xw0_grp0_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,19.04,11.76,3.92,3.92,N,bottom_ctrl_2
Xw0_grp1_nand2,Xw0_grp1_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,19.04,15.68,3.92,3.92,FS,bottom_ctrl_3
Xw0_grp2_nand2,Xw0_grp2_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,19.04,19.6,3.92,3.92,N,bottom_ctrl_4
Xw0_grp3_nand2,Xw0_grp3_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,19.04,23.52,3.92,3.92,FS,bottom_ctrl_5
Xw0_pd0_0_nand2,Xw0_pd0_0_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,19.04,27.439999999999998,3.92,3.92,N,bottom_ctrl_6
Xw0_pd0_1_nand2,Xw0_pd0_1_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,19.04,31.36,3.92,3.92,FS,bottom_ctrl_7
Xw0_pd0_2_nand2,Xw0_pd0_2_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,19.04,598.4399999999999,3.92,3.92,N,top_ctrl_0
Xw0_pd0_3_nand2,Xw0_pd0_3_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,19.04,602.3599999999999,3.92,3.92,FS,top_ctrl_1
Xw0_pd1_0_nand2,Xw0_pd1_0_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,19.04,606.28,3.92,3.92,N,top_ctrl_2
Xw0_pd1_1_nand2,Xw0_pd1_1_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,19.04,610.1999999999999,3.92,3.92,FS,top_ctrl_3
Xw0_pd1_2_nand2,Xw0_pd1_2_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,20.72,3.92,3.92,3.92,N,bottom_ctrl_0
Xw0_pd1_3_nand2,Xw0_pd1_3_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,20.72,7.84,3.92,3.92,FS,bottom_ctrl_1
Xw1_grp0_nand2,Xw1_grp0_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,22.959999999999997,11.76,3.92,3.92,N,bottom_ctrl_2
Xw1_grp1_nand2,Xw1_grp1_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,22.959999999999997,15.68,3.92,3.92,FS,bottom_ctrl_3
Xw1_grp2_nand2,Xw1_grp2_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,22.959999999999997,19.6,3.92,3.92,N,bottom_ctrl_4
Xw1_grp3_nand2,Xw1_grp3_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,22.959999999999997,23.52,3.92,3.92,FS,bottom_ctrl_5
Xw1_pd0_0_nand2,Xw1_pd0_0_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,22.959999999999997,27.439999999999998,3.92,3.92,N,bottom_ctrl_6
Xw1_pd0_1_nand2,Xw1_pd0_1_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,22.959999999999997,31.36,3.92,3.92,FS,bottom_ctrl_7
Xw1_pd0_2_nand2,Xw1_pd0_2_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,22.959999999999997,598.4399999999999,3.92,3.92,N,top_ctrl_0
Xw1_pd0_3_nand2,Xw1_pd0_3_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,22.959999999999997,602.3599999999999,3.92,3.92,FS,top_ctrl_1
Xw1_pd1_0_nand2,Xw1_pd1_0_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,22.959999999999997,606.28,3.92,3.92,N,top_ctrl_2
Xw1_pd1_1_nand2,Xw1_pd1_1_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,22.959999999999997,610.1999999999999,3.92,3.92,FS,top_ctrl_3
Xw1_pd1_2_nand2,Xw1_pd1_2_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,24.639999999999997,3.92,3.92,3.92,N,bottom_ctrl_0
Xw1_pd1_3_nand2,Xw1_pd1_3_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,24.639999999999997,7.84,3.92,3.92,FS,bottom_ctrl_1
Xr0_grp0_nand2,Xr0_grp0_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,26.88,11.76,3.92,3.92,N,bottom_ctrl_2
Xr0_grp1_nand2,Xr0_grp1_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,26.88,15.68,3.92,3.92,FS,bottom_ctrl_3
Xr0_grp2_nand2,Xr0_grp2_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,26.88,19.6,3.92,3.92,N,bottom_ctrl_4
Xr0_grp3_nand2,Xr0_grp3_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,26.88,23.52,3.92,3.92,FS,bottom_ctrl_5
Xr0_pd0_0_nand2,Xr0_pd0_0_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,26.88,27.439999999999998,3.92,3.92,N,bottom_ctrl_6
Xr0_pd0_1_nand2,Xr0_pd0_1_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,26.88,31.36,3.92,3.92,FS,bottom_ctrl_7
Xr0_pd0_2_nand2,Xr0_pd0_2_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,26.88,598.4399999999999,3.92,3.92,N,top_ctrl_0
Xr0_pd0_3_nand2,Xr0_pd0_3_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,26.88,602.3599999999999,3.92,3.92,FS,top_ctrl_1
Xr0_pd1_0_nand2,Xr0_pd1_0_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,26.88,606.28,3.92,3.92,N,top_ctrl_2
Xr0_pd1_1_nand2,Xr0_pd1_1_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,26.88,610.1999999999999,3.92,3.92,FS,top_ctrl_3
Xr0_pd1_2_nand2,Xr0_pd1_2_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,28.56,3.92,3.92,3.92,N,bottom_ctrl_0
Xr0_pd1_3_nand2,Xr0_pd1_3_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,28.56,7.84,3.92,3.92,FS,bottom_ctrl_1
Xr1_grp0_nand2,Xr1_grp0_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,30.8,11.76,3.92,3.92,N,bottom_ctrl_2
Xr1_grp1_nand2,Xr1_grp1_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,30.8,15.68,3.92,3.92,FS,bottom_ctrl_3
Xr1_grp2_nand2,Xr1_grp2_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,30.8,19.6,3.92,3.92,N,bottom_ctrl_4
Xr1_grp3_nand2,Xr1_grp3_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,30.8,23.52,3.92,3.92,FS,bottom_ctrl_5
Xr1_pd0_0_nand2,Xr1_pd0_0_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,30.8,27.439999999999998,3.92,3.92,N,bottom_ctrl_6
Xr1_pd0_1_nand2,Xr1_pd0_1_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,30.8,31.36,3.92,3.92,FS,bottom_ctrl_7
Xr1_pd0_2_nand2,Xr1_pd0_2_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,30.8,598.4399999999999,3.92,3.92,N,top_ctrl_0
Xr1_pd0_3_nand2,Xr1_pd0_3_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,30.8,602.3599999999999,3.92,3.92,FS,top_ctrl_1
Xr1_pd1_0_nand2,Xr1_pd1_0_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,30.8,606.28,3.92,3.92,N,top_ctrl_2
Xr1_pd1_1_nand2,Xr1_pd1_1_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,30.8,610.1999999999999,3.92,3.92,FS,top_ctrl_3
Xr1_pd1_2_nand2,Xr1_pd1_2_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,32.480000000000004,3.92,3.92,3.92,N,bottom_ctrl_0
Xr1_pd1_3_nand2,Xr1_pd1_3_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,32.480000000000004,7.84,3.92,3.92,FS,bottom_ctrl_1
Xeq_ab0_nand,Xeq_ab0_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,34.720000000000006,11.76,3.92,3.92,N,bottom_ctrl_2
Xeq_nanb0_nand,Xeq_nanb0_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,34.720000000000006,15.68,3.92,3.92,FS,bottom_ctrl_3
Xeq_or0_nor,Xeq_or0_nor,gf180mcu_as_sc_mcu7t3v3__nor2_2,34.720000000000006,19.6,3.92,3.92,N,bottom_ctrl_4
Xeq_ab1_nand,Xeq_ab1_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,34.720000000000006,23.52,3.92,3.92,FS,bottom_ctrl_5
Xeq_nanb1_nand,Xeq_nanb1_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,34.720000000000006,27.439999999999998,3.92,3.92,N,bottom_ctrl_6
Xeq_or1_nor,Xeq_or1_nor,gf180mcu_as_sc_mcu7t3v3__nor2_2,34.720000000000006,31.36,3.92,3.92,FS,bottom_ctrl_7
Xeq_ab2_nand,Xeq_ab2_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,34.720000000000006,598.4399999999999,3.92,3.92,N,top_ctrl_0
Xeq_nanb2_nand,Xeq_nanb2_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,34.720000000000006,602.3599999999999,3.92,3.92,FS,top_ctrl_1
Xeq_or2_nor,Xeq_or2_nor,gf180mcu_as_sc_mcu7t3v3__nor2_2,34.720000000000006,606.28,3.92,3.92,N,top_ctrl_2
Xeq_ab3_nand,Xeq_ab3_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,34.720000000000006,610.1999999999999,3.92,3.92,FS,top_ctrl_3
Xeq_nanb3_nand,Xeq_nanb3_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,36.400000000000006,3.92,3.92,3.92,N,bottom_ctrl_0
Xeq_or3_nor,Xeq_or3_nor,gf180mcu_as_sc_mcu7t3v3__nor2_2,36.400000000000006,7.84,3.92,3.92,FS,bottom_ctrl_1
Xeq_ab4_nand,Xeq_ab4_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,38.64000000000001,11.76,3.92,3.92,N,bottom_ctrl_2
Xeq_nanb4_nand,Xeq_nanb4_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,38.64000000000001,15.68,3.92,3.92,FS,bottom_ctrl_3
Xeq_or4_nor,Xeq_or4_nor,gf180mcu_as_sc_mcu7t3v3__nor2_2,38.64000000000001,19.6,3.92,3.92,N,bottom_ctrl_4
Xeq_ab5_nand,Xeq_ab5_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,38.64000000000001,23.52,3.92,3.92,FS,bottom_ctrl_5
Xeq_nanb5_nand,Xeq_nanb5_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,38.64000000000001,27.439999999999998,3.92,3.92,N,bottom_ctrl_6
Xeq_or5_nor,Xeq_or5_nor,gf180mcu_as_sc_mcu7t3v3__nor2_2,38.64000000000001,31.36,3.92,3.92,FS,bottom_ctrl_7
Xeq_ab6_nand,Xeq_ab6_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,38.64000000000001,598.4399999999999,3.92,3.92,N,top_ctrl_0
Xeq_nanb6_nand,Xeq_nanb6_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,38.64000000000001,602.3599999999999,3.92,3.92,FS,top_ctrl_1
Xeq_or6_nor,Xeq_or6_nor,gf180mcu_as_sc_mcu7t3v3__nor2_2,38.64000000000001,606.28,3.92,3.92,N,top_ctrl_2
Xeq_ab7_nand,Xeq_ab7_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,38.64000000000001,610.1999999999999,3.92,3.92,FS,top_ctrl_3
Xeq_nanb7_nand,Xeq_nanb7_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,40.32000000000001,3.92,3.92,3.92,N,bottom_ctrl_0
Xeq_or7_nor,Xeq_or7_nor,gf180mcu_as_sc_mcu7t3v3__nor2_2,40.32000000000001,7.84,3.92,3.92,FS,bottom_ctrl_1
Xeq_ab8_nand,Xeq_ab8_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,42.56000000000001,11.76,3.92,3.92,N,bottom_ctrl_2
Xeq_nanb8_nand,Xeq_nanb8_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,42.56000000000001,15.68,3.92,3.92,FS,bottom_ctrl_3
Xeq_or8_nor,Xeq_or8_nor,gf180mcu_as_sc_mcu7t3v3__nor2_2,42.56000000000001,19.6,3.92,3.92,N,bottom_ctrl_4
Xw0_a0_inv,Xw0_a0_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,42.56000000000001,23.52,2.24,3.92,FS,bottom_ctrl_5
Xw0_a1_inv,Xw0_a1_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,42.56000000000001,27.439999999999998,2.24,3.92,N,bottom_ctrl_6
Xw0_a2_inv,Xw0_a2_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,42.56000000000001,31.36,2.24,3.92,FS,bottom_ctrl_7
Xw0_a3_inv,Xw0_a3_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,42.56000000000001,598.4399999999999,2.24,3.92,N,top_ctrl_0
Xw0_a4_inv,Xw0_a4_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,42.56000000000001,602.3599999999999,2.24,3.92,FS,top_ctrl_1
Xw0_a5_inv,Xw0_a5_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,42.56000000000001,606.28,2.24,3.92,N,top_ctrl_2
Xw0_a6_inv,Xw0_a6_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,42.56000000000001,610.1999999999999,2.24,3.92,FS,top_ctrl_3
Xw0_a7_inv,Xw0_a7_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,44.24000000000001,3.92,2.24,3.92,N,bottom_ctrl_0
Xw0_a8_inv,Xw0_a8_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,44.24000000000001,7.84,2.24,3.92,FS,bottom_ctrl_1
Xw0_grp0_inv,Xw0_grp0_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,44.80000000000001,23.52,2.24,3.92,FS,bottom_ctrl_5
Xw0_grp1_inv,Xw0_grp1_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,44.80000000000001,27.439999999999998,2.24,3.92,N,bottom_ctrl_6
Xw0_grp2_inv,Xw0_grp2_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,44.80000000000001,31.36,2.24,3.92,FS,bottom_ctrl_7
Xw0_grp3_inv,Xw0_grp3_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,44.80000000000001,598.4399999999999,2.24,3.92,N,top_ctrl_0
Xw0_pd0_0_inv,Xw0_pd0_0_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,44.80000000000001,602.3599999999999,2.24,3.92,FS,top_ctrl_1
Xw0_pd0_1_inv,Xw0_pd0_1_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,44.80000000000001,606.28,2.24,3.92,N,top_ctrl_2
Xw0_pd0_2_inv,Xw0_pd0_2_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,44.80000000000001,610.1999999999999,2.24,3.92,FS,top_ctrl_3
Xw0_pd0_3_inv,Xw0_pd0_3_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,46.48000000000001,3.92,2.24,3.92,N,bottom_ctrl_0
Xw0_pd1_0_inv,Xw0_pd1_0_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,46.48000000000001,7.84,2.24,3.92,FS,bottom_ctrl_1
Xw0_pd1_1_inv,Xw0_pd1_1_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,46.48000000000001,11.76,2.24,3.92,N,bottom_ctrl_2
Xw0_pd1_2_inv,Xw0_pd1_2_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,46.48000000000001,15.68,2.24,3.92,FS,bottom_ctrl_3
Xw0_pd1_3_inv,Xw0_pd1_3_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,46.48000000000001,19.6,2.24,3.92,N,bottom_ctrl_4
Xw0_pd2_0_inv,Xw0_pd2_0_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,47.04000000000001,23.52,2.24,3.92,FS,bottom_ctrl_5
Xw0_pd2_1_inv,Xw0_pd2_1_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,47.04000000000001,27.439999999999998,2.24,3.92,N,bottom_ctrl_6
Xw0_pd2_2_inv,Xw0_pd2_2_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,47.04000000000001,31.36,2.24,3.92,FS,bottom_ctrl_7
Xw0_pd2_3_inv,Xw0_pd2_3_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,47.04000000000001,598.4399999999999,2.24,3.92,N,top_ctrl_0
Xw0_pd2_4_inv,Xw0_pd2_4_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,47.04000000000001,602.3599999999999,2.24,3.92,FS,top_ctrl_1
Xw0_pd2_5_inv,Xw0_pd2_5_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,47.04000000000001,606.28,2.24,3.92,N,top_ctrl_2
Xw0_pd2_6_inv,Xw0_pd2_6_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,47.04000000000001,610.1999999999999,2.24,3.92,FS,top_ctrl_3
Xw0_pd2_7_inv,Xw0_pd2_7_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,48.72000000000001,3.92,2.24,3.92,N,bottom_ctrl_0
Xw1_a0_inv,Xw1_a0_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,48.72000000000001,7.84,2.24,3.92,FS,bottom_ctrl_1
Xw1_a1_inv,Xw1_a1_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,48.72000000000001,11.76,2.24,3.92,N,bottom_ctrl_2
Xw1_a2_inv,Xw1_a2_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,48.72000000000001,15.68,2.24,3.92,FS,bottom_ctrl_3
Xw1_a3_inv,Xw1_a3_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,48.72000000000001,19.6,2.24,3.92,N,bottom_ctrl_4
Xw1_a4_inv,Xw1_a4_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,49.280000000000015,23.52,2.24,3.92,FS,bottom_ctrl_5
Xw1_a5_inv,Xw1_a5_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,49.280000000000015,27.439999999999998,2.24,3.92,N,bottom_ctrl_6
Xw1_a6_inv,Xw1_a6_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,49.280000000000015,31.36,2.24,3.92,FS,bottom_ctrl_7
Xw1_a7_inv,Xw1_a7_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,49.280000000000015,598.4399999999999,2.24,3.92,N,top_ctrl_0
Xw1_a8_inv,Xw1_a8_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,49.280000000000015,602.3599999999999,2.24,3.92,FS,top_ctrl_1
Xw1_grp0_inv,Xw1_grp0_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,49.280000000000015,606.28,2.24,3.92,N,top_ctrl_2
Xw1_grp1_inv,Xw1_grp1_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,49.280000000000015,610.1999999999999,2.24,3.92,FS,top_ctrl_3
Xw1_grp2_inv,Xw1_grp2_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,50.960000000000015,3.92,2.24,3.92,N,bottom_ctrl_0
Xw1_grp3_inv,Xw1_grp3_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,50.960000000000015,7.84,2.24,3.92,FS,bottom_ctrl_1
Xw1_pd0_0_inv,Xw1_pd0_0_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,50.960000000000015,11.76,2.24,3.92,N,bottom_ctrl_2
Xw1_pd0_1_inv,Xw1_pd0_1_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,50.960000000000015,15.68,2.24,3.92,FS,bottom_ctrl_3
Xw1_pd0_2_inv,Xw1_pd0_2_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,50.960000000000015,19.6,2.24,3.92,N,bottom_ctrl_4
Xw1_pd0_3_inv,Xw1_pd0_3_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,51.52000000000002,23.52,2.24,3.92,FS,bottom_ctrl_5
Xw1_pd1_0_inv,Xw1_pd1_0_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,51.52000000000002,27.439999999999998,2.24,3.92,N,bottom_ctrl_6
Xw1_pd1_1_inv,Xw1_pd1_1_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,51.52000000000002,31.36,2.24,3.92,FS,bottom_ctrl_7
Xw1_pd1_2_inv,Xw1_pd1_2_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,51.52000000000002,598.4399999999999,2.24,3.92,N,top_ctrl_0
