name,original_name,cell,x_um,y_um,width_um,height_um,orient,row
Xw1_pd2_2_nand4,Xw1_pd2_2_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,8.4,27.439999999999998,7.84,3.92,N,bottom_ctrl_6
Xw1_pd2_3_nand4,Xw1_pd2_3_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,8.4,31.36,7.84,3.92,FS,bottom_ctrl_7
Xw1_pd2_4_nand4,Xw1_pd2_4_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,8.4,1152.68,7.84,3.92,N,top_ctrl_0
Xw1_pd2_5_nand4,Xw1_pd2_5_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,8.4,1156.6000000000001,7.84,3.92,FS,top_ctrl_1
Xw1_pd2_6_nand4,Xw1_pd2_6_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,8.4,1160.52,7.84,3.92,N,top_ctrl_2
Xw1_pd2_7_nand4,Xw1_pd2_7_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,8.4,1164.44,7.84,3.92,FS,top_ctrl_3
Xw1_pd2_8_nand4,Xw1_pd2_8_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,16.24,3.92,7.84,3.92,N,bottom_ctrl_0
Xw1_pd2_9_nand4,Xw1_pd2_9_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,16.24,7.84,7.84,3.92,FS,bottom_ctrl_1
Xw1_pd2_10_nand4,Xw1_pd2_10_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,16.24,11.76,7.84,3.92,N,bottom_ctrl_2
Xw1_pd2_11_nand4,Xw1_pd2_11_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,16.24,15.68,7.84,3.92,FS,bottom_ctrl_3
Xw1_pd2_12_nand4,Xw1_pd2_12_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,16.24,19.6,7.84,3.92,N,bottom_ctrl_4
Xw1_pd2_13_nand4,Xw1_pd2_13_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,16.24,23.52,7.84,3.92,FS,bottom_ctrl_5
Xw1_pd2_14_nand4,Xw1_pd2_14_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,16.24,27.439999999999998,7.84,3.92,N,bottom_ctrl_6
Xw1_pd2_15_nand4,Xw1_pd2_15_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,16.24,31.36,7.84,3.92,FS,bottom_ctrl_7
Xr0_pd2_0_nand4,Xr0_pd2_0_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,16.24,1152.68,7.84,3.92,N,top_ctrl_0
Xr0_pd2_1_nand4,Xr0_pd2_1_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,16.24,1156.6000000000001,7.84,3.92,FS,top_ctrl_1
Xr0_pd2_2_nand4,Xr0_pd2_2_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,16.24,1160.52,7.84,3.92,N,top_ctrl_2
Xr0_pd2_3_nand4,Xr0_pd2_3_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,16.24,1164.44,7.84,3.92,FS,top_ctrl_3
Xr0_pd2_4_nand4,Xr0_pd2_4_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,24.08,3.92,7.84,3.92,N,bottom_ctrl_0
Xr0_pd2_5_nand4,Xr0_pd2_5_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,24.08,7.84,7.84,3.92,FS,bottom_ctrl_1
Xr0_pd2_6_nand4,Xr0_pd2_6_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,24.08,11.76,7.84,3.92,N,bottom_ctrl_2
Xr0_pd2_7_nand4,Xr0_pd2_7_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,24.08,15.68,7.84,3.92,FS,bottom_ctrl_3
Xr0_pd2_8_nand4,Xr0_pd2_8_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,24.08,19.6,7.84,3.92,N,bottom_ctrl_4
Xr0_pd2_9_nand4,Xr0_pd2_9_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,24.08,23.52,7.84,3.92,FS,bottom_ctrl_5
Xr0_pd2_10_nand4,Xr0_pd2_10_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,24.08,27.439999999999998,7.84,3.92,N,bottom_ctrl_6
Xr0_pd2_11_nand4,Xr0_pd2_11_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,24.08,31.36,7.84,3.92,FS,bottom_ctrl_7
Xr0_pd2_12_nand4,Xr0_pd2_12_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,24.08,1152.68,7.84,3.92,N,top_ctrl_0
Xr0_pd2_13_nand4,Xr0_pd2_13_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,24.08,1156.6000000000001,7.84,3.92,FS,top_ctrl_1
Xr0_pd2_14_nand4,Xr0_pd2_14_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,24.08,1160.52,7.84,3.92,N,top_ctrl_2
Xr0_pd2_15_nand4,Xr0_pd2_15_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,24.08,1164.44,7.84,3.92,FS,top_ctrl_3
Xr1_pd2_0_nand4,Xr1_pd2_0_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,31.919999999999998,3.92,7.84,3.92,N,bottom_ctrl_0
Xr1_pd2_1_nand4,Xr1_pd2_1_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,31.919999999999998,7.84,7.84,3.92,FS,bottom_ctrl_1
Xr1_pd2_2_nand4,Xr1_pd2_2_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,31.919999999999998,11.76,7.84,3.92,N,bottom_ctrl_2
Xr1_pd2_3_nand4,Xr1_pd2_3_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,31.919999999999998,15.68,7.84,3.92,FS,bottom_ctrl_3
Xr1_pd2_4_nand4,Xr1_pd2_4_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,31.919999999999998,19.6,7.84,3.92,N,bottom_ctrl_4
Xr1_pd2_5_nand4,Xr1_pd2_5_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,31.919999999999998,23.52,7.84,3.92,FS,bottom_ctrl_5
Xr1_pd2_6_nand4,Xr1_pd2_6_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,31.919999999999998,27.439999999999998,7.84,3.92,N,bottom_ctrl_6
Xr1_pd2_7_nand4,Xr1_pd2_7_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,31.919999999999998,31.36,7.84,3.92,FS,bottom_ctrl_7
Xr1_pd2_8_nand4,Xr1_pd2_8_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,31.919999999999998,1152.68,7.84,3.92,N,top_ctrl_0
Xr1_pd2_9_nand4,Xr1_pd2_9_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,31.919999999999998,1156.6000000000001,7.84,3.92,FS,top_ctrl_1
Xr1_pd2_10_nand4,Xr1_pd2_10_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,31.919999999999998,1160.52,7.84,3.92,N,top_ctrl_2
Xr1_pd2_11_nand4,Xr1_pd2_11_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,31.919999999999998,1164.44,7.84,3.92,FS,top_ctrl_3
Xr1_pd2_12_nand4,Xr1_pd2_12_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,39.760000000000005,3.92,7.84,3.92,N,bottom_ctrl_0
Xr1_pd2_13_nand4,Xr1_pd2_13_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,39.760000000000005,7.84,7.84,3.92,FS,bottom_ctrl_1
Xr1_pd2_14_nand4,Xr1_pd2_14_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,39.760000000000005,11.76,7.84,3.92,N,bottom_ctrl_2
Xr1_pd2_15_nand4,Xr1_pd2_15_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,39.760000000000005,15.68,7.84,3.92,FS,bottom_ctrl_3
Xeq_reduce_s0_0_nand4,Xeq_reduce_s0_0_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,39.760000000000005,19.6,7.84,3.92,N,bottom_ctrl_4
Xeq_reduce_s0_4_nand4,Xeq_reduce_s0_4_nand4,gf180mcu_as_sc_mcu7t3v3__nand4_2,39.760000000000005,23.52,7.84,3.92,FS,bottom_ctrl_5
Xeq_reduce_s1_0_nand3,Xeq_reduce_s1_0_nand3,gf180mcu_as_sc_mcu7t3v3__nand3_2,39.760000000000005,27.439999999999998,6.16,3.92,N,bottom_ctrl_6
Xwrite_conflict_nand,Xwrite_conflict_nand,gf180mcu_as_sc_mcu7t3v3__nand3_2,39.760000000000005,31.36,6.16,3.92,FS,bottom_ctrl_7
Xw0_grp0_nand2,Xw0_grp0_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,39.760000000000005,1152.68,3.92,3.92,N,top_ctrl_0
Xw0_grp1_nand2,Xw0_grp1_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,39.760000000000005,1156.6000000000001,3.92,3.92,FS,top_ctrl_1
Xw0_grp2_nand2,Xw0_grp2_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,39.760000000000005,1160.52,3.92,3.92,N,top_ctrl_2
Xw0_grp3_nand2,Xw0_grp3_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,39.760000000000005,1164.44,3.92,3.92,FS,top_ctrl_3
Xw0_pd0_0_nand2,Xw0_pd0_0_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,43.68000000000001,1152.68,3.92,3.92,N,top_ctrl_0
Xw0_pd0_1_nand2,Xw0_pd0_1_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,43.68000000000001,1156.6000000000001,3.92,3.92,FS,top_ctrl_1
Xw0_pd0_2_nand2,Xw0_pd0_2_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,43.68000000000001,1160.52,3.92,3.92,N,top_ctrl_2
Xw0_pd0_3_nand2,Xw0_pd0_3_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,43.68000000000001,1164.44,3.92,3.92,FS,top_ctrl_3
Xw0_pd1_0_nand2,Xw0_pd1_0_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,45.92,27.439999999999998,3.92,3.92,N,bottom_ctrl_6
Xw0_pd1_1_nand2,Xw0_pd1_1_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,45.92,31.36,3.92,3.92,FS,bottom_ctrl_7
Xw0_pd1_2_nand2,Xw0_pd1_2_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,47.60000000000001,3.92,3.92,3.92,N,bottom_ctrl_0
Xw0_pd1_3_nand2,Xw0_pd1_3_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,47.60000000000001,7.84,3.92,3.92,FS,bottom_ctrl_1
Xw1_grp0_nand2,Xw1_grp0_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,47.60000000000001,11.76,3.92,3.92,N,bottom_ctrl_2
Xw1_grp1_nand2,Xw1_grp1_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,47.60000000000001,15.68,3.92,3.92,FS,bottom_ctrl_3
Xw1_grp2_nand2,Xw1_grp2_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,47.60000000000001,19.6,3.92,3.92,N,bottom_ctrl_4
Xw1_grp3_nand2,Xw1_grp3_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,47.60000000000001,23.52,3.92,3.92,FS,bottom_ctrl_5
Xw1_pd0_0_nand2,Xw1_pd0_0_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,47.60000000000001,1152.68,3.92,3.92,N,top_ctrl_0
Xw1_pd0_1_nand2,Xw1_pd0_1_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,47.60000000000001,1156.6000000000001,3.92,3.92,FS,top_ctrl_1
Xw1_pd0_2_nand2,Xw1_pd0_2_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,47.60000000000001,1160.52,3.92,3.92,N,top_ctrl_2
Xw1_pd0_3_nand2,Xw1_pd0_3_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,47.60000000000001,1164.44,3.92,3.92,FS,top_ctrl_3
Xw1_pd1_0_nand2,Xw1_pd1_0_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,49.84,27.439999999999998,3.92,3.92,N,bottom_ctrl_6
Xw1_pd1_1_nand2,Xw1_pd1_1_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,49.84,31.36,3.92,3.92,FS,bottom_ctrl_7
Xw1_pd1_2_nand2,Xw1_pd1_2_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,51.52000000000001,3.92,3.92,3.92,N,bottom_ctrl_0
Xw1_pd1_3_nand2,Xw1_pd1_3_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,51.52000000000001,7.84,3.92,3.92,FS,bottom_ctrl_1
Xr0_grp0_nand2,Xr0_grp0_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,51.52000000000001,11.76,3.92,3.92,N,bottom_ctrl_2
Xr0_grp1_nand2,Xr0_grp1_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,51.52000000000001,15.68,3.92,3.92,FS,bottom_ctrl_3
Xr0_grp2_nand2,Xr0_grp2_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,51.52000000000001,19.6,3.92,3.92,N,bottom_ctrl_4
Xr0_grp3_nand2,Xr0_grp3_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,51.52000000000001,23.52,3.92,3.92,FS,bottom_ctrl_5
Xr0_pd0_0_nand2,Xr0_pd0_0_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,51.52000000000001,1152.68,3.92,3.92,N,top_ctrl_0
Xr0_pd0_1_nand2,Xr0_pd0_1_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,51.52000000000001,1156.6000000000001,3.92,3.92,FS,top_ctrl_1
Xr0_pd0_2_nand2,Xr0_pd0_2_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,51.52000000000001,1160.52,3.92,3.92,N,top_ctrl_2
Xr0_pd0_3_nand2,Xr0_pd0_3_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,51.52000000000001,1164.44,3.92,3.92,FS,top_ctrl_3
Xr0_pd1_0_nand2,Xr0_pd1_0_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,53.760000000000005,27.439999999999998,3.92,3.92,N,bottom_ctrl_6
Xr0_pd1_1_nand2,Xr0_pd1_1_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,53.760000000000005,31.36,3.92,3.92,FS,bottom_ctrl_7
Xr0_pd1_2_nand2,Xr0_pd1_2_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,55.44000000000001,3.92,3.92,3.92,N,bottom_ctrl_0
Xr0_pd1_3_nand2,Xr0_pd1_3_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,55.44000000000001,7.84,3.92,3.92,FS,bottom_ctrl_1
Xr1_grp0_nand2,Xr1_grp0_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,55.44000000000001,11.76,3.92,3.92,N,bottom_ctrl_2
Xr1_grp1_nand2,Xr1_grp1_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,55.44000000000001,15.68,3.92,3.92,FS,bottom_ctrl_3
Xr1_grp2_nand2,Xr1_grp2_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,55.44000000000001,19.6,3.92,3.92,N,bottom_ctrl_4
Xr1_grp3_nand2,Xr1_grp3_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,55.44000000000001,23.52,3.92,3.92,FS,bottom_ctrl_5
Xr1_pd0_0_nand2,Xr1_pd0_0_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,55.44000000000001,1152.68,3.92,3.92,N,top_ctrl_0
Xr1_pd0_1_nand2,Xr1_pd0_1_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,55.44000000000001,1156.6000000000001,3.92,3.92,FS,top_ctrl_1
Xr1_pd0_2_nand2,Xr1_pd0_2_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,55.44000000000001,1160.52,3.92,3.92,N,top_ctrl_2
Xr1_pd0_3_nand2,Xr1_pd0_3_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,55.44000000000001,1164.44,3.92,3.92,FS,top_ctrl_3
Xr1_pd1_0_nand2,Xr1_pd1_0_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,57.68000000000001,27.439999999999998,3.92,3.92,N,bottom_ctrl_6
Xr1_pd1_1_nand2,Xr1_pd1_1_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,57.68000000000001,31.36,3.92,3.92,FS,bottom_ctrl_7
Xr1_pd1_2_nand2,Xr1_pd1_2_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,59.360000000000014,3.92,3.92,3.92,N,bottom_ctrl_0
Xr1_pd1_3_nand2,Xr1_pd1_3_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,59.360000000000014,7.84,3.92,3.92,FS,bottom_ctrl_1
Xeq_ab0_nand,Xeq_ab0_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,59.360000000000014,11.76,3.92,3.92,N,bottom_ctrl_2
Xeq_nanb0_nand,Xeq_nanb0_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,59.360000000000014,15.68,3.92,3.92,FS,bottom_ctrl_3
Xeq_or0_nor,Xeq_or0_nor,gf180mcu_as_sc_mcu7t3v3__nor2_2,59.360000000000014,19.6,3.92,3.92,N,bottom_ctrl_4
Xeq_ab1_nand,Xeq_ab1_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,59.360000000000014,23.52,3.92,3.92,FS,bottom_ctrl_5
Xeq_nanb1_nand,Xeq_nanb1_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,59.360000000000014,1152.68,3.92,3.92,N,top_ctrl_0
Xeq_or1_nor,Xeq_or1_nor,gf180mcu_as_sc_mcu7t3v3__nor2_2,59.360000000000014,1156.6000000000001,3.92,3.92,FS,top_ctrl_1
Xeq_ab2_nand,Xeq_ab2_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,59.360000000000014,1160.52,3.92,3.92,N,top_ctrl_2
Xeq_nanb2_nand,Xeq_nanb2_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,59.360000000000014,1164.44,3.92,3.92,FS,top_ctrl_3
Xeq_or2_nor,Xeq_or2_nor,gf180mcu_as_sc_mcu7t3v3__nor2_2,61.60000000000001,27.439999999999998,3.92,3.92,N,bottom_ctrl_6
Xeq_ab3_nand,Xeq_ab3_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,61.60000000000001,31.36,3.92,3.92,FS,bottom_ctrl_7
Xeq_nanb3_nand,Xeq_nanb3_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,63.280000000000015,3.92,3.92,3.92,N,bottom_ctrl_0
Xeq_or3_nor,Xeq_or3_nor,gf180mcu_as_sc_mcu7t3v3__nor2_2,63.280000000000015,7.84,3.92,3.92,FS,bottom_ctrl_1
Xeq_ab4_nand,Xeq_ab4_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,63.280000000000015,11.76,3.92,3.92,N,bottom_ctrl_2
Xeq_nanb4_nand,Xeq_nanb4_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,63.280000000000015,15.68,3.92,3.92,FS,bottom_ctrl_3
Xeq_or4_nor,Xeq_or4_nor,gf180mcu_as_sc_mcu7t3v3__nor2_2,63.280000000000015,19.6,3.92,3.92,N,bottom_ctrl_4
Xeq_ab5_nand,Xeq_ab5_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,63.280000000000015,23.52,3.92,3.92,FS,bottom_ctrl_5
Xeq_nanb5_nand,Xeq_nanb5_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,63.280000000000015,1152.68,3.92,3.92,N,top_ctrl_0
Xeq_or5_nor,Xeq_or5_nor,gf180mcu_as_sc_mcu7t3v3__nor2_2,63.280000000000015,1156.6000000000001,3.92,3.92,FS,top_ctrl_1
Xeq_ab6_nand,Xeq_ab6_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,63.280000000000015,1160.52,3.92,3.92,N,top_ctrl_2
Xeq_nanb6_nand,Xeq_nanb6_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,63.280000000000015,1164.44,3.92,3.92,FS,top_ctrl_3
Xeq_or6_nor,Xeq_or6_nor,gf180mcu_as_sc_mcu7t3v3__nor2_2,65.52000000000001,27.439999999999998,3.92,3.92,N,bottom_ctrl_6
Xeq_ab7_nand,Xeq_ab7_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,65.52000000000001,31.36,3.92,3.92,FS,bottom_ctrl_7
Xeq_nanb7_nand,Xeq_nanb7_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,67.20000000000002,3.92,3.92,3.92,N,bottom_ctrl_0
Xeq_or7_nor,Xeq_or7_nor,gf180mcu_as_sc_mcu7t3v3__nor2_2,67.20000000000002,7.84,3.92,3.92,FS,bottom_ctrl_1
Xeq_ab8_nand,Xeq_ab8_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,67.20000000000002,11.76,3.92,3.92,N,bottom_ctrl_2
Xeq_nanb8_nand,Xeq_nanb8_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,67.20000000000002,15.68,3.92,3.92,FS,bottom_ctrl_3
Xeq_or8_nor,Xeq_or8_nor,gf180mcu_as_sc_mcu7t3v3__nor2_2,67.20000000000002,19.6,3.92,3.92,N,bottom_ctrl_4
Xeq_ab9_nand,Xeq_ab9_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,67.20000000000002,23.52,3.92,3.92,FS,bottom_ctrl_5
Xeq_nanb9_nand,Xeq_nanb9_nand,gf180mcu_as_sc_mcu7t3v3__nand2_2,67.20000000000002,1152.68,3.92,3.92,N,top_ctrl_0
Xeq_or9_nor,Xeq_or9_nor,gf180mcu_as_sc_mcu7t3v3__nor2_2,67.20000000000002,1156.6000000000001,3.92,3.92,FS,top_ctrl_1
Xeq_reduce_s0_8_nand2,Xeq_reduce_s0_8_nand2,gf180mcu_as_sc_mcu7t3v3__nand2_2,67.20000000000002,1160.52,3.92,3.92,N,top_ctrl_2
Xw0_a0_inv,Xw0_a0_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,67.20000000000002,1164.44,2.24,3.92,FS,top_ctrl_3
Xw0_a1_inv,Xw0_a1_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,69.44000000000001,27.439999999999998,2.24,3.92,N,bottom_ctrl_6
Xw0_a2_inv,Xw0_a2_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,69.44000000000001,31.36,2.24,3.92,FS,bottom_ctrl_7
Xw0_a3_inv,Xw0_a3_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,69.44000000000001,1164.44,2.24,3.92,FS,top_ctrl_3
Xw0_a4_inv,Xw0_a4_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,71.12000000000002,3.92,2.24,3.92,N,bottom_ctrl_0
Xw0_a5_inv,Xw0_a5_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,71.12000000000002,7.84,2.24,3.92,FS,bottom_ctrl_1
Xw0_a6_inv,Xw0_a6_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,71.12000000000002,11.76,2.24,3.92,N,bottom_ctrl_2
Xw0_a7_inv,Xw0_a7_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,71.12000000000002,15.68,2.24,3.92,FS,bottom_ctrl_3
Xw0_a8_inv,Xw0_a8_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,71.12000000000002,19.6,2.24,3.92,N,bottom_ctrl_4
Xw0_a9_inv,Xw0_a9_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,71.12000000000002,23.52,2.24,3.92,FS,bottom_ctrl_5
Xw0_grp0_inv,Xw0_grp0_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,71.12000000000002,1152.68,2.24,3.92,N,top_ctrl_0
Xw0_grp1_inv,Xw0_grp1_inv,gf180mcu_as_sc_mcu7t3v3__inv_2,71.12000000000002,1156.6000000000001,2.24,3.92,FS,top_ctrl_1
