net,endpoints,track_x_um,has_macro_pin,has_row_select_sink,shapes
r0_grp3_n,2,77.03,false,false,15
r0_grp4_n,2,77.71,false,false,15
r0_grp5_n,2,78.39,false,false,15
r0_grp6_n,2,79.07,false,false,15
r0_grp7_n,2,79.75,false,false,15
r0_pd0_0,33,92.84,false,true,232
r0_pd0_0_n,2,80.43,false,false,15
r0_pd0_1,33,93.04,false,true,232
r0_pd0_1_n,2,81.11,false,false,15
r0_pd0_2,33,93.24,false,true,232
r0_pd0_2_n,2,81.79,false,false,15
r0_pd0_3,33,93.44,false,true,232
r0_pd0_3_n,2,82.47,false,false,15
r0_pd1_0,33,94.56,false,true,232
r0_pd1_0_n,2,83.15,false,false,15
r0_pd1_1,33,94.76,false,true,232
r0_pd1_1_n,2,83.83,false,false,15
r0_pd1_2,33,94.96,false,true,232
r0_pd1_2_n,2,84.51,false,false,15
r0_pd1_3,33,95.16,false,true,232
r0_pd1_3_n,2,85.19,false,false,15
r0_pd2_0,17,96.32,false,true,120
r0_pd2_0_n,2,85.87,false,false,15
r0_pd2_1,17,96.52,false,true,120
r0_pd2_1_n,2,86.55,false,false,15
r0_pd2_2,17,96.72,false,true,120
r0_pd2_2_n,2,87.23,false,false,15
r0_pd2_3,17,96.92,false,true,120
r0_pd2_3_n,2,87.91,false,false,15
r0_pd2_4,17,88.59,false,true,120
r0_pd2_4_n,2,88.59,false,false,15
r0_pd2_5,17,89.27,false,true,120
r0_pd2_5_n,2,89.27,false,false,15
r0_pd2_6,17,89.95,false,true,120
r0_pd2_6_n,2,89.95,false,false,15
r0_pd2_7,17,90.63,false,true,120
r0_pd2_7_n,2,90.63,false,false,15
r1_a0_n,5,91.31,false,false,36
r1_a1_n,5,91.99,false,false,36
r1_a2_n,5,92.67,false,false,36
r1_a3_n,3,93.35,false,false,22
r1_a4_n,3,94.03,false,false,22
r1_a5_n,3,94.71,false,false,22
r1_a6_n,3,95.39,false,false,22
r1_a7_n,5,96.07,false,false,36
r1_a8_n,5,96.75,false,false,36
r1_a9_n,5,97.43,false,false,36
r1_addr[0],6,98.11,true,false,45
r1_addr[1],6,98.79,true,false,45
r1_addr[2],6,99.47,true,false,45
r1_addr[3],4,100.15,true,false,31
r1_addr[4],4,100.83,true,false,31
r1_addr[5],4,101.51,true,false,31
r1_addr[6],4,102.19,true,false,31
r1_addr[7],6,102.87,true,false,45
r1_addr[8],6,103.55,true,false,45
r1_addr[9],6,104.23,true,false,45
r1_en,129,136.4,true,true,906
r1_grp0_n,2,104.91,false,false,15
r1_grp1_n,2,105.59,false,false,15
r1_grp2_n,2,106.27,false,false,15
r1_grp3_n,2,106.95,false,false,15
r1_grp4_n,2,107.63,false,false,15
r1_grp5_n,2,108.31,false,false,15
r1_grp6_n,2,108.99,false,false,15
r1_grp7_n,2,109.67,false,false,15
r1_pd0_0,33,130.68,false,true,232
r1_pd0_0_n,2,110.35,false,false,15
r1_pd0_1,33,130.88,false,true,232
r1_pd0_1_n,2,111.03,false,false,15
r1_pd0_2,33,131.08,false,true,232
r1_pd0_2_n,2,111.71,false,false,15
r1_pd0_3,33,131.28,false,true,232
r1_pd0_3_n,2,112.39,false,false,15
r1_pd1_0,33,132.4,false,true,232
r1_pd1_0_n,2,113.07,false,false,15
r1_pd1_1,33,132.6,false,true,232
r1_pd1_1_n,2,113.75,false,false,15
r1_pd1_2,33,132.8,false,true,232
r1_pd1_2_n,2,114.43,false,false,15
r1_pd1_3,33,133.0,false,true,232
r1_pd1_3_n,2,115.11,false,false,15
r1_pd2_0,17,134.16,false,true,120
r1_pd2_0_n,2,115.79,false,false,15
r1_pd2_1,17,134.36,false,true,120
r1_pd2_1_n,2,116.47,false,false,15
r1_pd2_2,17,134.56,false,true,120
r1_pd2_2_n,2,117.15,false,false,15
r1_pd2_3,17,134.76,false,true,120
r1_pd2_3_n,2,117.83,false,false,15
r1_pd2_4,17,118.51,false,true,120
r1_pd2_4_n,2,118.51,false,false,15
r1_pd2_5,17,119.19,false,true,120
r1_pd2_5_n,2,119.19,false,false,15
r1_pd2_6,17,119.87,false,true,120
r1_pd2_6_n,2,119.87,false,false,15
r1_pd2_7,17,120.55,false,true,120
r1_pd2_7_n,2,120.55,false,false,15
w0_a0_n,5,121.23,false,false,36
w0_a1_n,5,121.91,false,false,36
w0_a2_n,5,122.59,false,false,36
w0_a3_n,3,123.27,false,false,22
w0_a4_n,3,123.95,false,false,22
w0_a5_n,3,124.63,false,false,22
w0_a6_n,3,125.31,false,false,22
w0_a7_n,5,125.99,false,false,36
w0_a8_n,5,126.67,false,false,36
w0_a9_n,5,127.35,false,false,36
w0_addr[0],8,128.03,true,false,59
w0_addr[1],8,128.71,true,false,59
w0_addr[2],8,129.39,true,false,59
w0_addr[3],6,130.07,true,false,45
w0_addr[4],6,130.75,true,false,45
w0_addr[5],6,131.43,true,false,45
w0_addr[6],6,132.11,true,false,45
w0_addr[7],8,132.79,true,false,59
w0_addr[8],8,133.47,true,false,59
w0_addr[9],8,134.15,true,false,59
w0_en,130,22.88,true,true,913
w0_grp0_n,2,134.83,false,false,15
w0_grp1_n,2,135.51,false,false,15
w0_grp2_n,2,136.19,false,false,15
w0_grp3_n,2,136.87,false,false,15
w0_grp4_n,2,137.55,false,false,15
w0_grp5_n,2,138.23,false,false,15
w0_grp6_n,2,138.91,false,false,15
w0_grp7_n,2,139.59,false,false,15
w0_pd0_0,33,17.16,false,true,232
w0_pd0_0_n,2,140.27,false,false,15
w0_pd0_1,33,17.36,false,true,232
w0_pd0_1_n,2,140.95,false,false,15
w0_pd0_2,33,17.56,false,true,232
w0_pd0_2_n,2,141.63,false,false,15
w0_pd0_3,33,17.76,false,true,232
w0_pd0_3_n,2,142.31,false,false,15
w0_pd1_0,33,18.88,false,true,232
w0_pd1_0_n,2,142.99,false,false,15
w0_pd1_1,33,19.08,false,true,232
w0_pd1_1_n,2,143.67,false,false,15
w0_pd1_2,33,19.28,false,true,232
w0_pd1_2_n,2,144.35,false,false,15
w0_pd1_3,33,19.48,false,true,232
w0_pd1_3_n,2,145.03,false,false,15
w0_pd2_0,17,20.64,false,true,120
w0_pd2_0_n,2,145.71,false,false,15
w0_pd2_1,17,20.84,false,true,120
w0_pd2_1_n,2,146.39,false,false,15
w0_pd2_2,17,21.04,false,true,120
w0_pd2_2_n,2,147.07,false,false,15
w0_pd2_3,17,21.24,false,true,120
w0_pd2_3_n,2,147.75,false,false,15
w0_pd2_4,17,148.43,false,true,120
w0_pd2_4_n,2,148.43,false,false,15
w0_pd2_5,17,149.11,false,true,120
w0_pd2_5_n,2,149.11,false,false,15
w0_pd2_6,17,149.79,false,true,120
w0_pd2_6_n,2,149.79,false,false,15
w0_pd2_7,17,150.47,false,true,120
w0_pd2_7_n,2,150.47,false,false,15
w1_a0_n,5,151.15,false,false,36
w1_a1_n,5,151.83,false,false,36
w1_a2_n,5,152.51,false,false,36
w1_a3_n,3,153.19,false,false,22
w1_a4_n,3,153.87,false,false,22
w1_a5_n,3,154.55,false,false,22
w1_a6_n,3,155.23,false,false,22
w1_a7_n,5,155.91,false,false,36
w1_a8_n,5,156.59,false,false,36
w1_a9_n,5,157.27,false,false,36
w1_addr[0],8,157.95,true,false,59
w1_addr[1],8,158.63,true,false,59
w1_addr[2],8,159.31,true,false,59
w1_addr[3],6,159.99,true,false,45
w1_addr[4],6,160.67,true,false,45
w1_addr[5],6,161.35,true,false,45
w1_addr[6],6,162.03,true,false,45
w1_addr[7],8,162.71,true,false,59
w1_addr[8],8,163.39,true,false,59
w1_addr[9],8,164.07,true,false,59
w1_en,130,60.72,true,true,913
w1_grp0_n,2,164.75,false,false,15
w1_grp1_n,2,165.43,false,false,15
w1_grp2_n,2,166.11,false,false,15
w1_grp3_n,2,166.79,false,false,15
w1_grp4_n,2,167.47,false,false,15
w1_grp5_n,2,168.15,false,false,15
w1_grp6_n,2,168.83,false,false,15
w1_grp7_n,2,169.51,false,false,15
w1_pd0_0,33,55.0,false,true,232
w1_pd0_0_n,2,170.19,false,false,15
w1_pd0_1,33,55.2,false,true,232
w1_pd0_1_n,2,170.87,false,false,15
w1_pd0_2,33,55.4,false,true,232
w1_pd0_2_n,2,171.55,false,false,15
w1_pd0_3,33,55.6,false,true,232
w1_pd0_3_n,2,172.23,false,false,15
w1_pd1_0,33,56.72,false,true,232
w1_pd1_0_n,2,172.91,false,false,15
w1_pd1_1,33,56.92,false,true,232
w1_pd1_1_n,2,173.59,false,false,15
w1_pd1_2,33,57.12,false,true,232
w1_pd1_2_n,2,174.27,false,false,15
w1_pd1_3,33,57.32,false,true,232
w1_pd1_3_n,2,174.95,false,false,15
w1_pd2_0,17,58.48,false,true,120
w1_pd2_0_n,2,175.63,false,false,15
w1_pd2_1,17,58.68,false,true,120
w1_pd2_1_n,2,176.31,false,false,15
w1_pd2_2,17,58.88,false,true,120
w1_pd2_2_n,2,176.99,false,false,15
w1_pd2_3,17,59.08,false,true,120
w1_pd2_3_n,2,177.67,false,false,15
w1_pd2_4,17,178.35,false,true,120
w1_pd2_4_n,2,178.35,false,false,15
w1_pd2_5,17,179.03,false,true,120
w1_pd2_5_n,2,179.03,false,false,15
w1_pd2_6,17,179.71,false,true,120
w1_pd2_6_n,2,179.71,false,false,15
w1_pd2_7,17,180.39,false,true,120
w1_pd2_7_n,2,180.39,false,false,15
write_conflict_n,2,181.07,false,false,15
